4,1240274743.0,user720904,"is back in Belgrade "
4,1241255307.0,user589836,"@morgankaye93 okay, so mitchel musso is much cuter in hannah montana! He just looked funny in that movie! Haha "
0,1241330734.0,user589836,"Mean girls is on! Why does aaron samuels have to be gay? It's so sad "
4,1244377135.0,user589836,"Driving home with @hypergal027. Only 124 miles left! Woohoo "
4,1244378126.0,user589836,"Okay, so I'm a raptor/brendon urie/vicious kitty. Sounds good to me "
0,1245291205.0,user589836,"I feel so disgusting "
4,1239076789.0,user294926,"listening to justin timberlakee when i should be doing a test.   whoops  lol"
4,1239077371.0,user294926,"ahh well im off doing my work. leave me song names please.   byeee"
0,1245473523.0,user393231,"rain again... "
4,1240033900.0,user524304,"@WaveFoundation oh my   I could definitely see me dropping some money on caffenated goodness here "
4,1240202381.0,user524304,"All set to head to Richmond VA on Wednesday "
4,1241926080.0,user524304,"The sick thing is - I'm gonna do it again today "
4,1241927293.0,user524304,"@glav sweet - I'm working on something similar for an app at the office - might pick ur brain "
4,1242613953.0,user524304,"Monday again - oh boy "
4,1242959425.0,user524304,"@JodyMeyer they're really spoiled - my dad gives them so much sweet corn that they ambush ppl wanting corn  - will eat it from my hand"
4,1242961239.0,user524304,"@tobint eat something   just not pancakes"
4,1242967532.0,user524304,"@madwilliamflint hahahaha that was great "
4,1243826041.0,user524304,"@mikehole yeah but for me it's a matter of principle   I won't read or see their advertiser's links if they do stupid stuff like that"
0,1241216148.0,user491551,"My work shoes are falling apart. Damnit "
0,1242518046.0,user491551,"I'm a little tired, a little hungry. I don't want to go to work. Noooooooooo "
0,1245384243.0,user491551,"I thought I had a fly on my arm and was ready to go all Obama on the sucker, but then realised it didn't have wings. Twas a spider. Urgh "
0,1240098810.0,user294947,"At home and I have a headache "
4,1239050571.0,user458806,"@TheRudeTypist Need an invite to hunch? "
0,1242617228.0,user557120,"feelin soo sick   not a gud start 2day . i wanted to but tickets for glastonbury but then found out they're all sold out ! ! scheisse !"
4,1243650446.0,user819264,"Good day, good evening and goodnight! "
4,1239067137.0,user786502,"starting to wonder if you guys with jobs prioritize tweeting over work "
0,1244359642.0,user294983,"Internet stopped working at work.  Listening to Jill Scott, reading the Sunday Free Press."
0,1245338221.0,user622674,"poor Chris Sale after an amazing game 8 innings,, twelve strikeouts no runs. our closer couldn't finish it, YD loss 1-4 "
0,1245063038.0,user655443,"almost done!  @alarizzy thanks for those &quot;smart rays&quot;.. chem was easy. ps. beat all the puzzles, mini-games and survival modes.."
0,1245413082.0,user524376,"work, work, work, thats all I do anymore "
4,1242969359.0,user786530,"good morning twitter world "
4,1244395263.0,user786530,"@au42 haha ill keep that in mind, thanks "
0,1245410294.0,user622692,"Is heading towards a weekend for one "
0,1241237575.0,user393322,"I had an AWESOME time last night at the white party....but now I have a TERRIBLE hang over "
4,1244383376.0,user524404,"Lookin 4 sum1 to sign me.... Email me if ur interested in hearing my demo. "
0,1245245170.0,user295033,"@figureskatenews I'm debating going to Skate Canada, but few people have told me that the Aud isn't the most enjoyable place to be "
0,1245484042.0,user295033,"@figureskatenews Yeah, his consistency kind of sucks "
4,1242602006.0,user426106,"With Lulu watching @coollike's videos  Enjoyed it a lot. Subscribe "
4,1242626780.0,user426106,"With Lulu, watching @coollike's videos  Enjoyed it a lot. Subscribe "
4,1243822760.0,user426106,"@EDANIELLE Sure, THURSDAY  I be showin' you them blisters ))"
0,1243984831.0,user426106,"Mmm..Buttertoast  I wanna see @ElectroAnna @EDANIELLE @ravegabe @liamadrid tomorrow  GAAAH!"
4,1243984831.0,user426106,"Mmm..Buttertoast  I wanna see @ElectroAnna @EDANIELLE @ravegabe @liamadrid tomorrow  GAAAH!"
4,1244393767.0,user426106,"Tequila joined a Dog Photo Contest  Im so proud of her "
4,1243820694.0,user327803,"up at the crack of dawn!!! maybe i'll get stuff done today "
4,1243875384.0,user327803,"green tea to slow my metabolism &amp; reduce breast cancer "
4,1243880292.0,user327803,"@yoitschriiisten LOL my bad...i mean speed it up "
4,1244018916.0,user655504,"Lounging around until josh at 4 "
0,1245168458.0,user426130,"@thomasroche  You'll never hear surf music again. "
0,1242076048.0,user360595,"@mlexiehayden Lmao...I almost dropped my BB on the floor!!!! Don't do that to me "
0,1242596097.0,user360595,"@mlexiehayden No I don't  U'r banned from my Twitter and BBM for the rest of the nite..."
0,1242943628.0,user360595,"@mlexiehayden The had some of the best groups...Diddy Pop just kills em "
0,1242970676.0,user360595,"@mlexiehayden  No peach cobbler since Wednesday...he's in Punta Cana wit his boy!"
4,1243575263.0,user360595,"This is sad, she hasn't been out the drive way 5 minutes and I'm bein a bay bay kid!!!! Who cares...c'mon boo "
0,1243608132.0,user360595,"Guess I'll take a nap "
0,1243608412.0,user360595,"@mlexiehayden How would I know if u didn't tell me??? Too busy cakin to pay me any attention "
0,1243620797.0,user360595,"@mlexiehayden And once again did u say anything or invite me??? NO!!! Unbelievable... "
0,1243620902.0,user360595,"My friend sucks...drinkin without me "
0,1243637294.0,user360595,"And my stomach hurts "
0,1243637411.0,user360595,"Where's my friends???  I'm miserable right now."
4,1243656047.0,user360595,"@mlexiehayden Awww don't worry about mommy, she'll be fine "
0,1243670712.0,user360595,"Some of u young men need to trim down those pubic hairs...looks like toddler penises in the wild!!! SCARY...somethin might jump at me "
4,1243674873.0,user360595,"My fav commercial is on...Dwele in the McDonalds commercial!!! I don't know why it's so funny to me "
4,1243689952.0,user360595,"@SongzYuuup Congrats "
0,1243693244.0,user360595,"Why did they use a girl wit a flat booty in the Birthday Sex video???? Guess that sucked for him "
0,1243761824.0,user360595,"UGH...someone help me "
0,1243779410.0,user360595,"@NerdGenius Nevermind, it's only for the ragedy Storm  Mad they sent me that and I can't use it!"
0,1243782332.0,user360595,"@mlexiehayden NNNNOOOO...we both can't be on the floor!!! I think I'm about to call off, haven't felt good all day "
0,1243782948.0,user360595,"@mlexiehayden Yeah she's like mad heavy  Been a bad day."
0,1243783268.0,user360595,"@mlexiehayden YES  She's ruinin my life right now!!!! MISERABLE *bbm cry baby face*"
0,1243789870.0,user360595,"I have no energy  I'm dyin..."
0,1243790470.0,user360595,"@mlexiehayden She was in the other bed laughin at him lmao! This sux major nuts...officially callin off cuz I see I can't stand for long "
0,1243853481.0,user360595,"@mlexiehayden Yeah u can't leave me...I'd have to drop off Twitter  lol"
4,1243895301.0,user360595,"@mlexiehayden Hey...I will admit when somethin looks good...had to save that  WHEW..."
4,1243898918.0,user360595,"@inktowncmoney Yay!!!!  I get to go on vacation w/ Corey!"
0,1243911399.0,user360595,"Mornin and goodnite! I have come to the conclusion that no matter how much I may want to be wit u, u don't see it! Not meant to be "
0,1243936551.0,user360595,"Well...guess it was meant for me to be single at this moment...guess u'll never understabd how I truly feel about u "
0,1243971830.0,user360595,"@mlexiehayden Nice Taryn is boring...like right now bcuz I just swapped ipods with this boy at work that barely says 2 words to me "
0,1243975985.0,user360595,"@mlexiehayden Don't laugh! I was lookin for crap and could never find it  lol"
4,1243976115.0,user360595,"Hmmm...amazed at what u find ppl like just by what they listen to!!!!!  *cheesy grin*"
0,1243977516.0,user360595,"@mlexiehayden No, like I be feelin sick forreal when I come in here "
0,1243980705.0,user360595,"I need to get somethin on my stomach before I pass out "
0,1244006289.0,user360595,"@mlexiehayden Idk, can't sleep yet! Sittin in front of my heater, it's cold in my room. "
0,1244013694.0,user360595,"@mlexiehayden U have to stop makin &quot;them&quot; sad!!!!  U been f'n up lately ma'am! I'm disappointed!"
0,1244188456.0,user360595,"NNNNOOOO...Kick is leavin Phyllis for Sharron!!!! BULLSHIT "
0,1244188460.0,user360595,"NNNNOOOO...Nick is leavin Phyllis for Sharron!!!! BULLSHIT "
0,1244202067.0,user360595,"I swear I was suppose to have been in the shower almost 2 hours ago!!! Can't never get anywhere on time "
0,1244241285.0,user360595,"@mlexiehayden I wish I could! "
4,1244256661.0,user360595,"Yay! Finally time to go home  Mornin babies..."
4,1244269156.0,user360595,"@UkCatsFan96 Lol, ok now u can bcuz I just followed u  YAY!"
4,1244269886.0,user360595,"@mlexiehayden OMG...I wish u were just at the airport with me!!!! I just twipic'd a pic of U'R BOO "
0,1244306441.0,user360595,"Is in need of a nap! Shouldn't have eaten "
4,1244332882.0,user360595,"Hey @songzyuuup I should be sleep, but I'm up eatin mcDonalds lookin at u   (treysongz live &gt; http://ustre.am/2txz)"
0,1244352688.0,user360595,"UGH....I'm up "
0,1244368473.0,user360595,"@mlexiehayden U'r just nosey!!!! U'll find out...I'm scared of rejection "
0,1244369639.0,user360595,"@mlexiehayden I doubt u will, bcuz I really don't! But I've had a crush on him for like a few years and have never said anything "
0,1244390220.0,user360595,"And they're fightin at Summer Jamz "
0,1245012461.0,user360595,"@mlexiehayden Lol! Everyone says I've been quiet today!!! Idk, just haven't been on that much today  Well, yesterday..."
0,1245024090.0,user360595,"@SongzYuuup Bbbbbooooo!!!! I wasn't invited "
0,1245055110.0,user360595,"@BeautifulB89 Oh wow...lmao!!!!!! Moms and their beaus...I hate mines "
0,1245066370.0,user360595,"@mlexiehayden I'd be bald headed by now  Lol...too much stress!"
4,1245093573.0,user360595,"@mlexiehayden YES!!!! I can do somethin other than slave here wit the man  lol"
4,1245104174.0,user360595,"@plofficial LMAO "
0,1245125109.0,user360595,"@HeartBreakV Yeah! I was on my way there from work  lmao! That pissed me off!"
0,1245125487.0,user360595,"@HeartBreakV I know "
0,1245137621.0,user360595,"@mlexiehayden Did u still wanna go Thursday??? and I'm mad u dipped on me last nite "
0,1245139378.0,user360595,"@mlexiehayden Understandable! I was like dang, she just yelled at me and dipped on my ass "
0,1245140537.0,user360595,"UGH....I'm goin nuts literally! "
0,1245141086.0,user360595,"Yay....I'm happy again!!!!! Temporarily anyway, until this damn live cast goes off...then it's back to reality  Depressing huh?"
0,1245142527.0,user360595,"Awww shit, this nigga playin hooky from work??? Damnit, too many ppl in this house "
0,1245166077.0,user360595,"@mlexiehayden Nope just need a new friend "
0,1245180671.0,user360595,"@mlexiehayden Arrrrrr...u would send this when I'm headed to work  Oh well, I'll see him again in the next few days! What about Thur?"
0,1245184509.0,user360595,"@mlexiehayden It's alright I guess! Ready to go  U do belong in the nut house."
0,1245184573.0,user360595,"My SS, or maybe it's Twitter is bein slow  And I'm mad I've listened to this one song 100 times in one day *smh*"
0,1245185141.0,user360595,"@mlexiehayden But I SOOOO LOVE THIS SONG  I can't help it! Ha...and I can hit ENTER to reply...NICE!"
0,1245187276.0,user360595,"@mlexiehayden I'm dead serious, it's on about 150+ and it's been not even 2 days  LMAO"
0,1245245883.0,user360595,"@mlexiehayden The bottom lip, like in the middle! I had it done before and took it out "
0,1245247823.0,user360595,"@TheRealPoin LOL...thank Trey Songz for that!!! But, I wish somebody would "
0,1245250795.0,user360595,"@mlexiehayden Yeah  It's all grannies fault! Our house isn't ready for ppl!"
0,1245252142.0,user360595,"@mlexiehayden It's not ur fault! I just hate my plans bein interupted "
0,1245309598.0,user360595,"@mlexiehayden Yeah bcuz I was suppose to go to the movies last nite and had to cancel  We know what she's doin, Mary said she's out!"
0,1245314157.0,user360595,"@mlexiehayden He's been babied! And I never seen a person who takes a showere everyday and NEVER leaves the couch! Wastin my water "
0,1245329539.0,user360595,"@UkCatsFan96 That sucks "
0,1245375187.0,user360595,"@VSparrow7 The thunder scarred me (shut up Jason) lol! It shook my window and now I can't "
0,1245390908.0,user360595,"@mrstephens85 What's gonna be hard about Sunday? I know it'll be hard for me bcuz my dad passed away almost 2 years ago "
0,1245392085.0,user360595,"@mrstephens85 Yeah "
0,1245418141.0,user360595,"I think my BB has finally had it  Will definitely be getting one in a few weeks."
0,1245419129.0,user360595,"@mlexiehayden Lol shut up! It went black and the led light just started flashin when I hung up from my mom "
0,1245438114.0,user360595,"Man, if I keep deletin everybody I'm not gonna have any friends left  Ah well fuck it!"
0,1245488064.0,user360595,"@mlexiehayden  Poor head! Wtf did my sister pop up this mornin, talkin about she been in Ypsi and was scared to call yesterday????"
0,1245490222.0,user360595,"@mlexiehayden Lol...that's why I'm gettin sleepy again  Nope...bout to wake my ass up!"
0,1245505968.0,user360595,"@Rawsum Good luck wit that I guess "
0,1245563041.0,user360595,"Hmmm...don't think I'm up for goin to the cemetary, but I have to do it "
0,1245569692.0,user360595,"I wish I could talk to my daddy "
0,1245877598.0,user360595,"@UpliftingYouth No man  We split up about 4 months ago."
0,1245907266.0,user360595,"Ugh...this heat!!! Poor hair "
0,1245907599.0,user360595,"Why is it that every time I go to get my hair done, this chick is still workin on someone else??? "
0,1245910511.0,user360595,"@mlexiehayden Lmao *dies* That was in reply to u &quot;missing&quot; that jerk! Ahhh, u pay me no attention "
0,1243662233.0,user655507,"feels used by a stupid guy "
4,1243991835.0,user327840,"@meghorny argh in an excited way  argh! haha &lt;3"
4,1243991914.0,user327840,"@siz_star lmao thank you "
